Recipient,Supplier,Year of order, ,Number ordered,0.1,Weapon designation,Weapon description,Number delivered,0.2,Year(s) of delivery,status,Comments,SIPRI TIV per unit,SIPRI TIV for total order,SIPRI TIV of delivered weapons
UKG,United States,1952,,12,,FPS-6,height-finding radar,12,?,1954; 1955,New,,3.5,42,42
UKG,United States,1977,,150,?,Harpoon Block-1,anti-ship missile,150,?,1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987,New,Offets incl production of components in UK; UGM-84A Block-1B version; for Valiant; Swiftsure and Trafalgar submarines,0.9,135,135
UKG,United States,1984,,100,,Harpoon Block-1,anti-ship missile,100,?,1985; 1986; 1987; 1988,New,For Broadsword (Type-22) and Duke (Type-23) frigates (offsets 130%),0.9,90,90
UKG,United States,1982,,40,,Harpoon Block-1,anti-ship missile,40,,1982,New,AGM-84A version; for Nimrod ASW/MP aircraft,0.9,36,36
UKG,United States,1978,,1,,Jetfoil,patrol craft,1,,1980,New,Mainly for evalation; UK designation Speedy,11,11,11
UKG,United States,1986,,2,,King Air,light transport aircraft,2,,1986; 1987,New,For use in Hong Kong,2.85,5.7,5.7
UKG,United States,1984,,3,,L-1011 Tristar,transport aircraft,3,,1984,Second hand,Second-hand; modified in UK to Tristar K-2 tanker/transport aircraft,40,120,120
UKG,United States,1972,?,20,,M-752 Lance TEL,SSM launcher,20,?,1976; 1977,New,Mainly for use with Lance missiles with US nuclear warheads (under US control),0.5,10,10
UKG,United States,1965,?,36,?,M-107 175mm,self-propelled gun,36,?,1966; 1967,New,,1.1,39.6,39.6
UKG,United States,1964,?,50,,M-109 155mm,self-propelled gun,50,?,1965; 1966,New,,0.85,42.5,42.5
UKG,United States,1979,,51,,M-109A1 155mm,self-propelled gun,51,?,1981; 1982,New,M-109A1B version,1.1,56.1,56.1
UKG,United States,1980,,18,,M-109A1 155mm,self-propelled gun,18,?,1983,New,$17 m deal; M-109A2 version,1.1,19.8,19.8
UKG,United States,1965,?,16,?,M-110 203mm,self-propelled gun,16,?,1966; 1967,New,,1,16,16
UKG,United States,1985,,63,,M-270 MLRS 227mm,self-propelled MRL,63,?,1988; 1990; 1991; 1992; 1993; 1994,New,Incl 59 from European production line (incl production of components in UK and other European countries and assembly in UK),1.2,75.6,75.6
UKG,United States,1958,?,12,?,MGR-1 Honest John,SSM launcher,12,?,1960,New,Incl for use with US nuclear warheads (under US control),0.5,6,6
UKG,United States,1954,?,50,,Mk-43,ASW torpedo,50,?,1955,New,,0.1,5,5
UKG,United States,1961,?,1000,?,Mk-44,ASW torpedo,1000,?,1963; 1964; 1965; 1966; 1967,New,Incl assembly/production in UK; incl for Ikara ASW missile produced in UK,0.15,150,150
UKG,United States,1971,?,950,,Mk-46,ASW torpedo,950,?,1972; 1973; 1974; 1975,New,,0.25,237.5,237.5
UKG,United States,1979,,500,,Mk-46,ASW torpedo,500,?,1980; 1981; 1982,New,,0.25,125,125
UKG,United States,1952,?,20,,Hiller-12/OH-23 Raven,light helicopter,20,?,1954,New,'MDAP' aid; HTE-2 version for training,0.24,4.8,4.8
UKG,United States,1962,?,21,,Hiller-12/OH-23 Raven,light helicopter,21,?,1962; 1963; 1964,New,Hiller-12E (OH-23G) version; for training,0.24,5.04,5.04
UKG,United States,1951,?,52,,P-2E Neptune,ASW aircraft,52,,1952; 1953; 1954,New,'MDAP' aid; interim solution until delivery of Shackleton developed in UK; UK designation Neptune MR-1,10,520,520
UKG,United States,1979,,25,?,AVQ-23E Pave Spike,aircraft EO system,25,?,1980,New,For Buccaneer combat aircraft,0.5,12.5,12.5
UKG,United States,1975,?,1000,?,Paveway,guided bomb,1000,?,1978; 1979; 1980; 1981; 1982,New,Paveway-2 version,0.02,20,20
UKG,United States,1982,,6,,Mk-15 Phalanx,naval gun,6,?,1983,New,For modernization of 2 Invincible aircraft carriers,7,42,42
UKG,United States,1985,?,23,,Mk-15 Phalanx,naval gun,23,?,1987; 1988; 1989,New,For modernization of 8 Sheffield and 4 Manchester (Type-42) destroyers,7,161,161
UKG,United States,1983,?,3,,Mk-15 Phalanx,naval gun,3,,1984,New,For 1 Invincible aircraft carrier,7,21,21
UKG,United States,1963,,102,,UGM-27C Polaris-A3,SLBM,102,?,1968; 1969,New,$53 m deal; for Resolution SSBN produced in UK; with UK nuclear warheads,15,1530,1530
UKG,United States,1980,?,31,,UGM-27C Polaris-A3,SLBM,31,?,1981; 1982,New,For Resolution SSBN; with UK nuclear warheads,15,465,465
UKG,United States,1951,,4,,RB-45C Tornado,reconnaissance aircraft,4,,1951,New,For reconnaissance flights over Soviet Union,7.5,30,30
UKG,United States,1948,?,100,?,S-51/H-5F,light helicopter,100,?,1950; 1951; 1952; 1953,New,UK designation Dragonfly,0.3,30,30
UKG,United States,1953,?,15,,S-55,helicopter,15,?,1954; 1955,New,'MDAP' aid; HO4S-3 ASW version; UK designation Whirlwind HAR-22,1.2,18,18
UKG,United States,1950,,170,?,S-55,helicopter,170,?,1952; 1953; 1954; 1955; 1956; 1957; 1958; 1959; 1960,New,Incl 10 HRS-2 version as 'MDAP' aid and rest produced in UK as Whirlwind; incl some Whirlwind HAS-7 ASW version,1.2,204,204
UKG,United States,1992,,2,,S-70 Black Hawk,transport helicopter,2,,1992,New,$24 m deal; for Hong Kong Auxiliary Air Force; S-70A-27 version,6.5,13,13
UKG,United States,1989,,8,,S-76,helicopter,8,,1990,New,$54 m deal; for use in Hong Kong,3,24,24
UKG,United States,1958,,1,,S5W,nuclear reactor,1,,1963,New,For Dreadnought submarine produced in UK,50,50,50
UKG,United States,1968,?,56,,Sea King HAS-1,ASW helicopter,56,?,1969; 1971; 1972; 1973; 1974; 1975; 1976; 1977,New,Sea King HAS-1 version (with UK engines; radar and ASW systems),5.65,316.4,316.4
UKG,United States,1975,?,21,,Sea King HAS-1,ASW helicopter,21,?,1977; 1978; 1979; 1980,New,Sea King HAS-2 version,5.65,118.65,118.65
UKG,United States,1977,?,25,,Sea King HAR-3,transport helicopter,25,?,1977; 1978; 1979; 1980; 1981; 1982; 1983; 1984,New,Produced under licence in UK; for SAR,6.75,168.75,168.75
UKG,United States,1979,?,30,,Sea King HAS-5,transport helicopter,30,?,1980; 1981; 1982; 1983; 1984; 1985; 1986,New,Sea King HAS-5 version,6.4,192,192
UKG,United States,1990,?,5,,Sea King HAS-6,ASW helicopter,5,?,1991; 1993; 1994; 1995; 1996,New,Sea King HAS-6 version,14.45,72.25,72.25
UKG,United States,1956,?,80,,SM-75 Thor,SSM,80,?,1958; 1959,New,For use with US nuclear warheads (under US control),12.5,1000,1000
UKG,United States,1950,?,6,,SPG-34/SPG-50,fire control radar,6,?,1957,New,For modernization of 1 Victorious aircraft carrier; SPG-50 version;  for use with Mk-33 76mm guns,1.25,7.5,7.5
UKG,United States,1982,,50,?,Stinger,portable SAM,50,?,1982,New,Second-hand; aid for use in Falkland War,0.08,4,4
UKG,United States,1976,?,231,?,Tornado IDS Radar,combat aircraft radar,231,?,1979; 1980; 1981; 1982; 1983; 1984; 1985,New,For 231 Tornado IDS combat aircraft produced in UK,2,462,462
UKG,United States,1978,,34000,?,BGM-71 TOW,anti-tank missile,34000,?,1982; 1983; 1984; 1985; 1986; 1987; 1988; 1989; 1990; 1991; 1992; 1993; 1994; 1995; 1996,New,BGM-71C ITOW and BGM-71D version; for Lynx AH-1 helicopters,0.01,340,340
UKG,United States,1970,?,1,?,TPS-34,air search radar,1,?,1971,New,,12,12,12
UKG,United States,1982,,2,,TPS-59,air search radar,2,,1984,New,Financed by NATO; GE-592 version; part of UKADGE air surveillance network; UK designation Type-92 or T-92,15,30,30
UKG,United States,1984,?,2,,TPS-77,air search radar,2,?,1986,New,UK designation Type-92,11,22,22
UKG,United States,1982,?,72,?,UGM-133A Trident-D5,SLBM,72,?,1993; 1994; 1995; 1996; 1997; 1998; 2004,New,For Vanguard (Trident) SSBN produced in UK; with UK nuclear warheads,35,2520,2520
UKG,United States,1989,,179,,vehicle engine,vehicle engine,179,?,1992; 1993; 1994; 1995,New,VTA-903T-660 (660hp) diesel engine; for 179 AS-90 self-propelled guns produced in UK,0.11,19.69,19.69
UKG,United States,1960,?,40,,S-55 Whirlwind-10,helicopter,40,?,1961; 1962; 1963; 1964,New,UK designation Whirlwind HAR-10,1.5,60,60
ANG,France,1986,?,150,?,MILAN,anti-tank missile,150,?,1986; 1987,New,Aid,0.01,1.5,1.5
ANG,United States,1986,,300,?,Stinger,portable SAM,300,?,1986; 1987,New,Aid,0.08,24,24
ANG,United States,1989,,10,?,Stinger,portable SAM,10,?,1989,New,Aid,0.08,0.8,0.8
ANG,United States,1986,?,100,?,BGM-71 TOW,anti-tank missile,100,?,1987,New,Part of $15 m aid programme; status uncertain,0.01,1,1
ZIM,Soviet Union,1977,?,5,?,BRDM-2,reconnaissance AV,5,?,1977,New,Possibly second-hand; aid,0.15,0.75,0.75
ZIM,Soviet Union,1977,?,5,?,BTR-152,APC,5,?,1977,Second hand,Second-hand; aid,0.05,0.26,0.26
ZIM,unknown supplier(s),1978,?,10,?,Strela-2,portable SAM,10,?,1978; 1979,New,,0.04,0.4,0.4
ZAM,Canada,1965,?,6,,DHC-1 Chipmunk,trainer aircraft,6,?,1966,Second hand,Second-hand,0.05,0.29,0.29
ZAM,Canada,1963,?,9,?,DHC-2 Beaver,light transport aircraft,9,?,1965,Second hand,Second-hand,0.15,1.37,1.37
ZAM,Canada,1963,?,4,,DHC-4 Caribou,transport aircraft,4,,1965,New,,3.75,15,15
ZAM,Canada,1971,,1,,DHC-4 Caribou,transport aircraft,1,,1971,New,,3.75,3.75,3.75
ZAM,Canada,1974,,7,,DHC-5 Buffalo,transport aircraft,7,,1976,New,DHC-5D version,13.22,92.54,92.54
ZAM,China,1977,,12,?,CJ-6,trainer aircraft,12,?,1977; 1978,New,Aid; BT-6 version,0.19,2.28,2.28
ZAM,China,1977,?,12,,F-6,fighter aircraft,12,?,1977; 1978,New,Aid; incl FT-6 trainer version,5,60,60
ZAM,China,1977,?,2,?,MiG-15UTI,trainer aircraft,2,?,1977,New,Possibly second-hand; probably aid,3,6,6
ZAM,China,1980,?,16,?,Type-59,tank,16,?,1981,New,,0.9,14.4,14.4
ZAM,Germany,1973,,10,?,Do-28D Skyservant,light transport aircraft,10,?,1974,New,,0.9,9,9
ZAM,Italy,1971,,4,?,Bell-206/OH-58,light helicopter,4,?,1971,New,AB-206A (Bell-206A) version; status uncertain,0.7,2.8,2.8
ZAM,Italy,1976,?,2,,Bell-212/UH-1N,helicopter,2,?,1976,New,AB-212 version,3.7,7.4,7.4
ZAM,Italy,1971,?,1,,Bell-212/UH-1N,helicopter,1,,1972,New,AB-212 version,3.7,3.7,3.7
ZAM,Italy,1977,,22,?,Bell-47/OH-13,light helicopter,22,?,1977; 1978,Second hand,Probably second-hand; AB-47G-4A version,0.1,2.11,2.11
ZAM,Italy,1971,,14,,MB-326GB,trainer/combat aircraft,14,?,1972; 1973,New,,2.35,32.9,32.9
ZAM,Italy,1978,,3,,MB-326GB,trainer/combat aircraft,3,?,1980,New,,2.35,7.05,7.05
ZAM,Italy,1969,?,6,,MB-326GB,trainer/combat aircraft,6,?,1971,New,,2.35,14.1,14.1
ZAM,Italy,1970,?,8,?,Model-56 105mm,towed gun,8,?,1970,New,Supplier uncertain,0.45,3.6,3.6
ZAM,Italy,1980,?,10,?,Model-56 105mm,towed gun,10,?,1981,New,Supplier uncertain,0.45,4.5,4.5
ZAM,Italy,1969,?,8,?,SF-260,trainer aircraft,8,,1971,New,SF-260MZ version,0.24,1.92,1.92
ZAM,Italy,1980,,7,,Bell-205/UH-1D,helicopter,7,?,1981,New,AB-205 version,2.2,15.4,15.4
ZAM,Italy,1969,,3,,Bell-205/UH-1D,helicopter,3,,1969,New,AB-205 version,2.2,6.6,6.6
ZAM,Italy,1976,?,3,,Bell-205/UH-1D,helicopter,3,?,1976,New,AB-205 version,2.2,6.6,6.6
ZAM,Sweden,1975,,20,,MFI-17 Supporter,trainer aircraft,20,?,1977; 1978,New,,0.24,4.8,4.8
ZAM,United Kingdom,1964,,4,,C-47 Skytrain,transport aircraft,4,,1964,Second hand,Second-hand; taken over on independence,1,4,4
ZAM,United Kingdom,1964,,28,?,Ferret,APV,28,?,1964,Second hand,Second-hand; taken over as aid on independence,0.05,1.34,1.34
ZAM,United Kingdom,1964,?,1,,HS-748,transport aircraft,1,,1966,New,Incl for government VIP transport,8.5,8.5,8.5
ZAM,United Kingdom,1971,,1,,HS-748,transport aircraft,1,,1971,New,HS-748-265 version; incl for government VIP transport,8.5,8.5,8.5
ZAM,United Kingdom,1966,,1,,LCT-8,landing ship,1,,1966,Second hand,Second-hand,8,8,8
ZAM,United Kingdom,1971,,12,,Rapier,SAM system,12,,1971,New,$15 m deal; bought to counter violations of Zambian airspace by Rhodesian; South African and Portugese aircraft attacking Rhodesian and Mozambiquan rebels in Zambia,7,84,84
ZAM,United Kingdom,1971,?,250,?,Rapier-1,SAM,250,?,1971,New,,0.1,25,25
ZAM,United Kingdom,1978,,1,?,S-330,air search radar,1,?,1978,New,Possibly second-hand; designation uncertain (reported as 'radar'); part of $20 m aid delivered after Rhodesian attacks on ZAPU rebels and refugee camps in Zambia,6.15,6.15,6.15
ZAM,United Kingdom,1978,,30,?,Seacat,SAM,30,?,1978,New,Second-hand; part of $20 m aid delivered after Rhodesian attacks on ZAPU rebels and refugee camps in Zambia; Tigercat version,0.04,1.2,1.2
ZAM,United Kingdom,1970,,6,,Viper,turbojet,6,,1971,New,For 6 G-2AE Galeb and J-1E combat aircraft from Yugoslavia; Viper-226 version,0.4,2.4,2.4
ZAM,United Kingdom,1969,?,20,,Viper,turbojet,20,?,1971; 1972; 1973,New,For 20 MB-326GB trainer aircraft from Italy; probably from Italian production line,0.4,8,8
ZAM,United Kingdom,1978,,3,,Viper,turbojet,3,?,1980,New,For 3 MB-326GB trainer aircraft from Italy; probably from Italian production line,0.4,1.2,1.2
ZAM,Soviet Union,1981,?,4,?,An-26,transport aircraft,4,?,1982,New,Part of deal worth $72-100 m,8.5,34,34
ZAM,Soviet Union,1980,,50,?,BM-21 Grad 122mm,self-propelled MRL,50,?,1981; 1982,Second hand,Probably second-hand; part $72-100 m deal,0.24,12,12
ZAM,Soviet Union,1980,?,44,?,BRDM-1,reconnaissance AV,44,?,1980,Second hand,Second-hand; part of $72-100 m deal,0.05,2.11,2.11
ZAM,Soviet Union,1980,,44,?,BRDM-2,reconnaissance AV,44,?,1981,New,Part of  $72-100 m deal,0.15,6.6,6.6
ZAM,Soviet Union,1980,?,13,?,BTR-60PB,APC,13,?,1980,Second hand,Probably second-hand; part of $72-100 m deal,0.1,1.3,1.3
ZAM,Soviet Union,1980,,24,?,D-30 122mm,towed gun,24,?,1981,New,Part of $72-100 m deal,0.35,8.4,8.4
ZAM,Soviet Union,1980,?,100,?,Malyutka,anti-tank missile,100,?,1980; 1981,New,,0.01,1,1
ZAM,Soviet Union,1974,?,8,,Mi-8T,transport helicopter,8,?,1975,New,Aid,6,48,48
ZAM,Soviet Union,1980,,16,,MiG-21bis,fighter aircraft,16,?,1980; 1981,New,Part of deal worth $72-100 m; possibly Second-hand; incl 2 MiG-21UM version,12.5,200,200
ZAM,Soviet Union,1983,?,50,?,PT-76,light tank,50,?,1984,Second hand,Second-hand,0.36,18,18
ZAM,Soviet Union,1979,?,3,,S-125 Pechora,SAM system,3,?,1980; 1981,New,Part of $72-100 m deal,17.5,52.5,52.5
ZAM,Soviet Union,1980,?,11,?,SON-9,fire control radar,11,?,1981; 1982,New,For use with 55 S-60 57mm and possibly 16 KS-12 85mm AA guns,0.6,6.6,6.6
ZAM,Soviet Union,1978,?,100,?,Strela-2,portable SAM,100,?,1979,New,,0.04,4,4
ZAM,Soviet Union,1975,?,5,?,T-54,tank,5,?,1976,Second hand,Second-hand,0.44,2.2,2.2
ZAM,Soviet Union,1980,?,20,?,T-55,tank,20,?,1981,New,Part of $72-100 m deal,1.25,25,25
ZAM,Soviet Union,1980,?,100,?,V-601,SAM,100,?,1980; 1981,New,,0.12,12,12
ZAM,Soviet Union,1980,?,4,?,ZSU-23-4 Shilka,self-propelled AA gun,4,?,1981,New,,7,28,28
ZAM,unknown supplier(s),1971,?,6,?,C-47 Skytrain,transport aircraft,6,?,1972,Second hand,Second-hand,1,6,6
ZAM,Yugoslavia,1970,?,2,,DC-6/C-118,transport aircraft,2,,1971,Second hand,Second-hand; DC-6B version,3.4,6.8,6.8
ZAM,Yugoslavia,1970,,2,,G-2A Galeb,trainer aircraft,2,,1971,New,G-2AE version,2.25,4.5,4.5
ZAM,Yugoslavia,1970,,4,,J-21 Jastreb,ground attack aircraft,4,,1971,New,NJ-21E version; possibly incl 2 RJ-21E reconnaissance version,2.1,8.4,8.4
ZAM,Zimbabwe,1964,,2,,Pembroke,light transport aircraft,2,,1964,Second hand,Ex-Rhodesian; taken over on independence; Pembroke C-Mk-54 version,0.7,1.41,1.41
ZIM,Belgium,1977,?,17,?,SF-260,trainer aircraft,17,?,1978,Second hand,Second-hand; 14 possibly supplied from other country; incl SF-260W armed version; Zimbabwan designation Genet,0.1,1.63,1.63
ZIM,Brazil,1983,,90,,EE-9 Cascavel,armoured car,90,?,1984; 1985; 1986; 1987,New,Option on 60 more not used,0.72,64.8,64.8
ZIM,China,1983,?,4,?,D-74 122mm,towed gun,4,?,1983,New,Type-60 version,0.4,1.6,1.6
ZIM,China,1984,?,2,,FT-5,trainer aircraft,2,,1986,Second hand,Probably Second-hand,1.5,3,3
ZIM,China,1984,,12,?,J-7,fighter aircraft,12,?,1986,New,F-7BS version,9,108,108
ZIM,China,1990,?,2,,J-7,fighter aircraft,2,,1991,New,FT-7BZ version,9,18,18
ZIM,China,1984,?,22,?,Type-59,tank,22,?,1985; 1986,New,,0.9,19.8,19.8
ZIM,China,1986,?,10,?,Type-69,tank,10,?,1987,New,Type-69-II version,1.2,12,12
ZIM,China,1981,?,30,,YW-531,APC,30,?,1982,New,,0.3,9,9
ZIM,Czechoslovakia,1991,?,52,?,RM-70 122mm,self-propelled MRL,52,?,1991; 1992,New,No. delivered could be 60,0.9,46.8,46.8
ZIM,France,1975,?,18,,Cessna-337/O-2,light aircraft,18,?,1975,New,Illegal transfer via private company; Rhodesian designation Lynx,0.35,6.3,6.3
ZIM,France,1977,?,3,,Cessna-337/O-2,light aircraft,3,,1977,New,,0.35,1.05,1.05
ZIM,France,1986,?,2,?,DRPT-5 Rasit,ground surv radar,2,?,1987,New,,0.1,0.2,0.2
ZIM,France,1962,?,5,,SA-316B Alouette-3,light helicopter,5,,1963,New,,0.9,4.5,4.5
ZIM,France,1961,,3,,SA-316B Alouette-3,light helicopter,3,?,1962; 1963,New,,0.9,2.7,2.7
ZIM,France,1987,,6,,SA-316B Alouette-3,light helicopter,6,?,1988,Second hand,Probably second-hand,0.36,2.16,2.16
ZIM,Germany,1975,?,10,?,UR-416,APC,10,?,1975,New,Supplier uncertain,0.15,1.5,1.5
ZIM,Israel,1978,?,11,?,Bell-205/UH-1H,helicopter,11,?,1978,Second hand,Second-hand; illegal delivery via Singapore and South Africa,1.05,11.53,11.53
ZIM,Italy,1966,?,10,,AL-60,light transport aircraft,10,?,1967,New,AL-60B-2 or AL-60F-5 Trojan version,0.24,2.4,2.4
ZIM,Italy,1985,,10,,Bell-412,helicopter,10,,1986,New,$30 m deal incl modernization of 6 Bell-205 helicopters; AB-412SP version,5,50,50
ZIM,Italy,1983,,2,,Bell-412,helicopter,2,,1983,New,For VIP transport and ambulance role,5,10,10
ZIM,Italy,1967,?,20,?,Model-56 105mm,towed gun,20,?,1967,New,Supplier uncertain,0.45,9,9
ZIM,Kenya,1981,,5,,Hunter,FGA aircraft,5,,1981,Second hand,Second-hand; sold via UK company; Hunter FGA-80 version; incl 2 T-81 version,1.6,8,8
ZIM,North Korea,1984,?,22,?,VTT-323,APC,22,?,1984,New,,0.3,6.6,6.6
ZIM,Mozambique,1976,?,5,,BN-2 Islander,light transport aircraft,5,?,1977,Second hand,Second-hand,0.24,1.2,1.2
ZIM,South Africa,1972,?,1,,AL-60,light transport aircraft,1,,1973,Second hand,Second-hand,0.1,0.1,0.1
ZIM,South Africa,1971,?,30,?,AML,armoured car,30,?,1972,New,AML-60 (Eland-60) version,0.7,21,21
ZIM,South Africa,1970,?,7,?,AML,armoured car,7,?,1971,New,AML-60 (Eland-60) version,0.7,4.9,4.9
ZIM,South Africa,1966,?,12,?,AML,armoured car,12,?,1967,New,AML-60 (Eland-60) version,0.7,8.4,8.4
ZIM,South Africa,1975,?,10,?,AML,armoured car,10,?,1976,New,Eland-60 version,0.7,7,7
ZIM,South Africa,1974,?,30,?,AML,armoured car,30,?,1975,New,AML-90 (Eland-90) version,0.7,21,21
ZIM,South Africa,1976,?,1,,BN-2 Islander,light transport aircraft,1,,1977,Second hand,Second-hand,0.24,0.24,0.24
ZIM,South Africa,1975,?,4,?,C-47 Skytrain,transport aircraft,4,?,1976,Second hand,Second-hand,1,4,4
ZIM,South Africa,1976,?,15,?,Cessna-180 Skywagon,light aircraft,15,?,1976,Second hand,Second-hand; on loan until 1980; Cessna-185 version,0.07,1.08,1.08
ZIM,South Africa,1974,?,6,,SA-313B Alouette-2,light helicopter,6,,1974,Second hand,Second-hand; aid,0.28,1.68,1.68
ZIM,South Africa,1975,?,40,?,SA-316B Alouette-3,light helicopter,40,?,1975; 1976,Second hand,Second-hand; on loan until 1979,0.36,14.4,14.4
ZIM,Spain,1982,,6,,C-212,transport aircraft,6,,1983,New,C-212-200 version,3.8,22.8,22.8
ZIM,Spain,1985,?,6,,C-212,transport aircraft,6,?,1986,New,C-212-200 version,3.8,22.8,22.8
ZIM,Spain,1988,?,1,?,C-212,transport aircraft,1,,1990,Second hand,Second-hand; C-212-200 version,1.52,1.52,1.52
ZIM,United Kingdom,1954,?,8,,C-47 Skytrain,transport aircraft,8,?,1954; 1955; 1956,Second hand,Second-hand,1,8,8
ZIM,United Kingdom,1981,,2,,Canberra B-2,bomber aircraft,2,,1981,Second hand,Second-hand; incl 1 Canberra T-4 trainer version,3.4,6.8,6.8
ZIM,United Kingdom,1958,?,18,,Canberra B-2,bomber aircraft,18,,1958,Second hand,Second-hand; incl 3 Canberra T-4 trainer version,3.4,61.2,61.2
ZIM,United Kingdom,1959,?,4,,DC-4M1 North Star,transport aircraft,4,,1960,Second hand,Second-hand,2.8,11.2,11.2
ZIM,United Kingdom,1959,?,30,?,Ferret,APV,30,,1960,New,,0.12,3.6,3.6
ZIM,United Kingdom,1980,,8,,Hawk-60,trainer/combat aircraft,8,,1982,New,Hawk-60 version,9,72,72
ZIM,United Kingdom,1990,,5,,Hawk-60,trainer/combat aircraft,5,,1992,New,Hawk-60A version,9,45,45
ZIM,United Kingdom,1961,?,12,,Hunter,fighter aircraft,12,?,1962; 1963,Second hand but modernized,Second-hand but modernized to Hunter FGA-9 version before delivery,2.38,28.51,28.51
ZIM,United Kingdom,1983,,5,,Hunter,FGA aircraft,5,,1984,Second hand,Second-hand,1.6,8,8
ZIM,United Kingdom,1987,?,4,,Hunter,FGA aircraft,4,,1987,Second hand,Second-hand,1.6,6.4,6.4
ZIM,United Kingdom,1955,?,2,?,Pembroke,light transport aircraft,2,?,1956,New,,1.76,3.52,3.52
ZIM,United Kingdom,1953,?,16,,Provost,trainer aircraft,16,,1955,New,Provost T-52 armed version,0.38,6.08,6.08
ZIM,United Kingdom,1950,,11,,Spitfire,fighter aircraft,11,,1951,Second hand,Second-hand; Spitfire F-22 version,0.8,8.8,8.8
ZIM,United Kingdom,1951,?,11,,Spitfire,fighter aircraft,11,?,1951; 1952; 1953; 1954,Second hand,Second-hand; Spitfire F-22 version,0.8,8.8,8.8
ZIM,United Kingdom,1950,?,10,?,T-17E1 Staghound,armoured car,10,?,1950,Second hand,Second-hand,0.1,0.96,0.96
ZIM,United Kingdom,1953,?,16,,Vampire FB-5,fighter aircraft,16,?,1953; 1954,Second hand,Second-hand; Vampire FB-9 version,1.28,20.48,20.48
ZIM,United Kingdom,1953,,16,?,Vampire T-3,trainer aircraft,16,?,1954; 1955,New,,2.25,36,36
ZIM,United States,1967,?,1,,Baron,light aircraft,1,,1967,New,For VIP transport,0.7,0.7,0.7
ZIM,Soviet Union,1975,?,15,?,T-34-85,tank,15,?,1975,Second hand,Second-hand; supplier uncertain,0.38,5.7,5.7
ZIM,unknown supplier(s),1977,?,14,,SF-260,trainer aircraft,14,?,1977,Second hand,Second-hand; probably incl SF-260W armed version; Zimbabwan designation Genet,0.1,1.34,1.34
